productId,productName,month,type,plant,averageFootprintPerUnit,totalFootprint,quantity,aggregatesWithPercentages
CocBea100,Cocoa Beans,2,raw,MUC (Munich - Germany),11.020061024340329,8865.398272037275,804.4781469409301,
CocBea100,Cocoa Beans,3,raw,MUC (Munich - Germany),16.186732805821208,10910.761123414008,674.0557995428323,
CocBea100,Cocoa Beans,4,raw,MUC (Munich - Germany),6.649377403367296,4382.580028152122,659.096297637242,
CocBea100,Cocoa Beans,5,raw,MUC (Munich - Germany),13.687285750905865,13910.941186868187,1016.3403789496775,
CocBea100,Cocoa Beans,6,raw,MUC (Munich - Germany),18.035304145235678,19468.799457463396,1079.4827356768697,
CocBea100,Cocoa Beans,7,raw,MUC (Munich - Germany),15.232204700262905,12488.777649574875,819.8929764487291,
CocBea100,Cocoa Beans,8,raw,MUC (Munich - Germany),9.555240490193123,8691.617727671666,909.6178936147319,
CocBea100,Cocoa Beans,9,raw,MUC (Munich - Germany),7.790335900358477,7182.302765327461,921.9503314352546,
CocBea100,Cocoa Beans,10,raw,MUC (Munich - Germany),6.610936685079836,5689.1108759444705,860.560484384032,
CocBea100,Cocoa Beans,11,raw,MUC (Munich - Germany),7.283645352553546,6369.091385988634,874.4373287965919,
CocBea100,Cocoa Beans,12,raw,MUC (Munich - Germany),11.243214118388234,12103.894654723887,1076.5511113879804,
CocOil100,Coconut Oil,1,raw,MUC (Munich - Germany),2.77500000000000,16650.00,6000.00,
CocOil100,Coconut Oil,2,raw,MUC (Munich - Germany),2.7255053765260073,16740.671061716028,6142.226394377573,
CocOil100,Coconut Oil,3,raw,MUC (Munich - Germany),3.752282772171961,24278.3815466555,6470.296355784047,
CocOil100,Coconut Oil,4,raw,MUC (Munich - Germany),1.910534310686577,12199.45875010266,6385.364911723891,
CocOil100,Coconut Oil,5,raw,MUC (Munich - Germany),3.1245661843002077,25270.525361641667,8087.690857251395,
CocOil100,Coconut Oil,6,raw,MUC (Munich - Germany),2.2155147112931686,14041.114509318182,6337.630907051192,
CocOil100,Coconut Oil,7,raw,MUC (Munich - Germany),1.8113056567859518,13092.405719234941,7228.15923981963,
CocOil100,Coconut Oil,8,raw,MUC (Munich - Germany),1.4539733476802714,7779.400715481436,5350.442446481575,
CocOil100,Coconut Oil,9,raw,MUC (Munich - Germany),2.5036639255795907,13275.631474247408,5302.481430759178,
CocOil100,Coconut Oil,10,raw,MUC (Munich - Germany),2.503491835220398,14837.618926474763,5926.769449666895,
CocOil100,Coconut Oil,11,raw,MUC (Munich - Germany),2.788938776125565,15805.450961499691,5667.191799547804,
CocOil100,Coconut Oil,12,raw,MUC (Munich - Germany),1.4124520865274794,11374.17674971792,8052.78767202744,
FloWhe100,Wheat Grain Processing,1,raw,MUC (Munich - Germany),1.06800000000000,1602.00,1500.00,
FloWhe100,Wheat Grain Processing,2,raw,MUC (Munich - Germany),1.2760491742435927,2079.4189309497465,1629.5758603365498,
FloWhe100,Wheat Grain Processing,3,raw,MUC (Munich - Germany),1.2959110865536292,2695.024401232849,2079.636812429816,
FloWhe100,Wheat Grain Processing,4,raw,MUC (Munich - Germany),1.482456415554131,2727.6423799666513,1839.9477727290073,
FloWhe100,Wheat Grain Processing,5,raw,MUC (Munich - Germany),1.151236348121317,2120.8361219107683,1842.2247745840587,
FloWhe100,Wheat Grain Processing,6,raw,MUC (Munich - Germany),1.2813536118891742,2009.292534257332,1568.1015104760309,
FloWhe100,Wheat Grain Processing,7,raw,MUC (Munich - Germany),0.5778077073902617,1289.9397480773555,2232.4723806532875,
FloWhe100,Wheat Grain Processing,8,raw,MUC (Munich - Germany),1.4245430310906997,2613.7044563789877,1834.766938825153,
FloWhe100,Wheat Grain Processing,9,raw,MUC (Munich - Germany),0.665490879549489,1196.337507504794,1797.6767890713502,
FloWhe100,Wheat Grain Processing,10,raw,MUC (Munich - Germany),1.438802072480444,2425.444410158744,1685.7387520837829,
FloWhe100,Wheat Grain Processing,11,raw,MUC (Munich - Germany),0.7014204767117864,1037.1497796233768,1478.6420044157644,
FloWhe100,Wheat Grain Processing,12,raw,MUC (Munich - Germany),0.9276685482898721,1371.2743433225812,1478.194281621903,
PalOil100,Palm Oil,1,raw,MUC (Munich - Germany),3.89000000000000,2917.50,750.00,
PalOil100,Palm Oil,2,raw,MUC (Munich - Germany),2.6298984185135366,2528.506266110941,961.4463616963943,
PalOil100,Palm Oil,3,raw,MUC (Munich - Germany),3.443944905146422,2453.585343539057,712.4345513984756,
PalOil100,Palm Oil,4,raw,MUC (Munich - Germany),2.3628299004416955,2167.3031811974274,917.2489229090435,
PalOil100,Palm Oil,5,raw,MUC (Munich - Germany),3.1965514565833404,2141.1401998160572,669.8281660401087,
PalOil100,Palm Oil,6,raw,MUC (Munich - Germany),2.718350189180713,2796.204249323993,1028.6401878805557,
PalOil100,Palm Oil,7,raw,MUC (Munich - Germany),3.2836591625121,3440.459719397591,1047.7517760294993,
PalOil100,Palm Oil,8,raw,MUC (Munich - Germany),2.208683711056886,1737.3503334504965,786.5998760950476,
PalOil100,Palm Oil,9,raw,MUC (Munich - Germany),2.9807857465758967,2793.8843612803644,937.297947190525,
PalOil100,Palm Oil,10,raw,MUC (Munich - Germany),4.329046749195585,3374.0202368791197,779.3910374162797,
PalOil100,Palm Oil,11,raw,MUC (Munich - Germany),3.2875099438034905,2673.757049336506,813.307669038743,
PalOil100,Palm Oil,12,raw,MUC (Munich - Germany),5.731720438018878,4434.723813369716,773.7160005142437,
Cookie100,Chocolate Cookie,1,fin,MUC (Munich - Germany),4.50200000000000,6167.74,1370.00,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,2,fin,MUC (Munich - Germany),3.6442012438973355,4895.197655674536,1343.284118535481,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,3,fin,MUC (Munich - Germany),5.980997349200408,11525.5338699919,1927.0254101571763,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,4,fin,MUC (Munich - Germany),2.768475144669534,4156.157946371325,1501.2444501709388,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,5,fin,MUC (Munich - Germany),3.0831056529724794,5879.90523437319,1907.1371195807915,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,6,fin,MUC (Munich - Germany),3.881038136632951,5390.745367274337,1388.9957216321388,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,7,fin,MUC (Munich - Germany),4.913398702562649,9696.160694378303,1973.4121493786247,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,8,fin,MUC (Munich - Germany),3.7520788328314536,4814.282067524542,1283.0972594175244,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,9,fin,MUC (Munich - Germany),5.912535956427515,11568.795972047308,1956.6554955950628,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,10,fin,MUC (Munich - Germany),4.919070090315232,6482.777226926282,1317.8867362938595,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,11,fin,MUC (Munich - Germany),5.347493430181834,10368.574140170385,1938.9596781267699,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
Cookie100,Chocolate Cookie,12,fin,MUC (Munich - Germany),4.994036956619864,7731.153668291026,1548.0769837001242,"BeeSug100:20,Butter100:10,CocBea100:10,CocOil100:5,FloWhe100:50,PalOil100:5"
